regiao,uf,municipio,cod_municipio,total_matriculas,matriculas_federal,matriculas_estadual,matriculas_municipal,matriculas_privada,ano,fonte,pct_publica,pct_privada
Norte,Rondônia,Alta Floresta D'Oeste,1100015,5060.0,0.0,2144.0,2213.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,86.1,0.0
Norte,Rondônia,Alto Alegre dos Parecis,1100379,2601.0,0.0,646.0,1119.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,67.9,0.0
Norte,Rondônia,Alto Paraíso,1100403,3250.0,0.0,1198.0,816.0,423.0,2022,INEP — Sinopse Estatística da Educação Básica,62.0,13.0
Norte,Rondônia,Alvorada D'Oeste,1100346,2996.0,0.0,1712.0,1071.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,92.9,0.0
Norte,Rondônia,Ariquemes,1100023,23000.0,0.0,8714.0,8325.0,3214.0,2022,INEP — Sinopse Estatística da Educação Básica,74.1,14.0
Norte,Rondônia,Buritis,1100452,7014.0,0.0,3918.0,2183.0,324.0,2022,INEP — Sinopse Estatística da Educação Básica,87.0,4.6
Norte,Rondônia,Cabixi,1100031,1260.0,0.0,538.0,595.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,89.9,0.0
Norte,Rondônia,Cacaulândia,1100601,1017.0,0.0,455.0,392.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,83.3,0.0
Norte,Rondônia,Cacoal,1100049,20219.0,558.0,8475.0,4677.0,4250.0,2022,INEP — Sinopse Estatística da Educação Básica,67.8,21.0
Norte,Rondônia,Campo Novo de Rondônia,1100700,2265.0,0.0,628.0,602.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,54.3,0.0
Norte,Rondônia,Candeias do Jamari,1100809,6114.0,0.0,2911.0,1962.0,25.0,2022,INEP — Sinopse Estatística da Educação Básica,79.7,0.4
Norte,Rondônia,Castanheiras,1100908,642.0,0.0,135.0,0.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,21.0,0.0
Norte,Rondônia,Cerejeiras,1100056,3566.0,0.0,1820.0,1567.0,156.0,2022,INEP — Sinopse Estatística da Educação Básica,95.0,4.4
Norte,Rondônia,Chupinguaia,1100924,2602.0,0.0,1041.0,841.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,72.3,0.0
Norte,Rondônia,Colorado do Oeste,1100064,3826.0,0.0,1429.0,1247.0,116.0,2022,INEP — Sinopse Estatística da Educação Básica,69.9,3.0
Norte,Rondônia,Corumbiara,1100072,1526.0,0.0,464.0,429.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,58.5,0.0
Norte,Rondônia,Costa Marques,1100080,3273.0,0.0,1054.0,1289.0,33.0,2022,INEP — Sinopse Estatística da Educação Básica,71.6,1.0
Norte,Rondônia,Cujubim,1100940,3989.0,0.0,1191.0,1954.0,114.0,2022,INEP — Sinopse Estatística da Educação Básica,78.8,2.9
Norte,Rondônia,Espigão D'Oeste,1100098,6705.0,0.0,3239.0,2259.0,345.0,2022,INEP — Sinopse Estatística da Educação Básica,82.0,5.1
Norte,Rondônia,Governador Jorge Teixeira,1101005,1751.0,0.0,701.0,798.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,85.6,0.0
Norte,Rondônia,Guajará-Mirim,1100106,11252.0,370.0,5174.0,3385.0,680.0,2022,INEP — Sinopse Estatística da Educação Básica,79.4,6.0
Norte,Rondônia,Itapuã do Oeste,1101104,2596.0,0.0,1319.0,1201.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,97.1,0.0
Norte,Rondônia,Jaru,1100114,11734.0,324.0,5371.0,4505.0,997.0,2022,INEP — Sinopse Estatística da Educação Básica,86.9,8.5
Norte,Rondônia,Ji-Paraná,1100122,28453.0,504.0,16487.0,6002.0,3690.0,2022,INEP — Sinopse Estatística da Educação Básica,80.8,13.0
Norte,Rondônia,Machadinho D'Oeste,1100130,8394.0,0.0,4151.0,2379.0,342.0,2022,INEP — Sinopse Estatística da Educação Básica,77.8,4.1
Norte,Rondônia,Ministro Andreazza,1101203,1533.0,0.0,473.0,842.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,85.8,0.0
Norte,Rondônia,Mirante da Serra,1101302,2528.0,0.0,1066.0,857.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,76.1,0.0
Norte,Rondônia,Monte Negro,1101401,2823.0,0.0,1188.0,887.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,73.5,0.0
Norte,Rondônia,Nova Brasilândia D'Oeste,1100148,3621.0,0.0,1335.0,1570.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,80.2,0.0
Norte,Rondônia,Nova Mamoré,1100338,6830.0,0.0,2914.0,2119.0,339.0,2022,INEP — Sinopse Estatística da Educação Básica,73.7,5.0
Norte,Rondônia,Nova União,1101435,1298.0,0.0,469.0,475.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,72.7,0.0
Norte,Rondônia,Novo Horizonte do Oeste,1100502,1853.0,0.0,936.0,740.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,90.4,0.0
Norte,Rondônia,Ouro Preto do Oeste,1100155,7657.0,0.0,3626.0,3349.0,357.0,2022,INEP — Sinopse Estatística da Educação Básica,91.1,4.7
Norte,Rondônia,Parecis,1101450,766.0,0.0,185.0,536.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,94.1,0.0
Norte,Rondônia,Pimenta Bueno,1100189,9193.0,0.0,4232.0,3631.0,204.0,2022,INEP — Sinopse Estatística da Educação Básica,85.5,2.2
Norte,Rondônia,Pimenteiras do Oeste,1101468,593.0,0.0,289.0,304.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,100.0,0.0
Norte,Rondônia,Porto Velho,1100205,125120.0,1811.0,54944.0,36291.0,20894.0,2022,INEP — Sinopse Estatística da Educação Básica,74.4,16.7
Norte,Rondônia,Presidente Médici,1100254,4083.0,0.0,2387.0,1357.0,32.0,2022,INEP — Sinopse Estatística da Educação Básica,91.7,0.8
Norte,Rondônia,Primavera de Rondônia,1101476,788.0,0.0,270.0,269.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,68.4,0.0
Norte,Rondônia,Rio Crespo,1100262,822.0,0.0,330.0,492.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,100.0,0.0
Norte,Rondônia,Rolim de Moura,1100288,11984.0,0.0,6073.0,4483.0,567.0,2022,INEP — Sinopse Estatística da Educação Básica,88.1,4.7
Norte,Rondônia,Santa Luzia D'Oeste,1100296,1444.0,0.0,600.0,844.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,100.0,0.0
Norte,Rondônia,São Felipe D'Oeste,1101484,1112.0,0.0,634.0,478.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,100.0,0.0
Norte,Rondônia,São Francisco do Guaporé,1101492,3952.0,0.0,1537.0,1392.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,74.1,0.0
Norte,Rondônia,São Miguel do Guaporé,1100320,4918.0,98.0,1850.0,1779.0,192.0,2022,INEP — Sinopse Estatística da Educação Básica,75.8,3.9
Norte,Rondônia,Seringueiras,1101500,2657.0,0.0,1435.0,683.0,103.0,2022,INEP — Sinopse Estatística da Educação Básica,79.7,3.9
Norte,Rondônia,Teixeirópolis,1101559,945.0,0.0,293.0,536.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,87.7,0.0
Norte,Rondônia,Theobroma,1101609,1778.0,0.0,665.0,200.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,48.7,0.0
Norte,Rondônia,Urupá,1101708,2323.0,0.0,653.0,1157.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,77.9,0.0
Norte,Rondônia,Vale do Anari,1101757,1724.0,0.0,634.0,1006.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,95.1,0.0
Norte,Rondônia,Vale do Paraíso,1101807,1454.0,0.0,468.0,697.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,80.1,0.0
Norte,Rondônia,Vilhena,1100304,22563.0,516.0,9491.0,9963.0,2095.0,2022,INEP — Sinopse Estatística da Educação Básica,88.5,9.3
Norte,Acre,Acrelândia,1200013,3942.0,0.0,1344.0,1477.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,71.6,0.0
Norte,Acre,Assis Brasil,1200054,3756.0,0.0,1019.0,806.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,48.6,0.0
Norte,Acre,Brasiléia,1200104,6822.0,0.0,2742.0,2255.0,54.0,2022,INEP — Sinopse Estatística da Educação Básica,73.2,0.8
Norte,Acre,Bujari,1200138,3859.0,0.0,1016.0,1059.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,53.8,0.0
Norte,Acre,Capixaba,1200179,3591.0,0.0,782.0,1406.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,60.9,0.0
Norte,Acre,Cruzeiro do Sul,1200203,30123.0,388.0,12517.0,6722.0,1157.0,2022,INEP — Sinopse Estatística da Educação Básica,65.2,3.8
Norte,Acre,Epitaciolândia,1200252,4558.0,0.0,1544.0,1964.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,77.0,0.0
Norte,Acre,Feijó,1200302,12852.0,0.0,4094.0,1841.0,37.0,2022,INEP — Sinopse Estatística da Educação Básica,46.2,0.3
Norte,Acre,Jordão,1200328,3798.0,0.0,711.0,782.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,39.3,0.0
Norte,Acre,Mâncio Lima,1200336,7058.0,0.0,1827.0,1913.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,53.0,0.0
Norte,Acre,Manoel Urbano,1200344,3702.0,0.0,982.0,1840.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,76.2,0.0
Norte,Acre,Marechal Thaumaturgo,1200351,6559.0,0.0,632.0,1826.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,37.5,0.0
Norte,Acre,Plácido de Castro,1200385,4699.0,0.0,1265.0,1151.0,50.0,2022,INEP — Sinopse Estatística da Educação Básica,51.4,1.1
Norte,Acre,Porto Acre,1200807,5706.0,0.0,439.0,410.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,14.9,0.0
Norte,Acre,Porto Walter,1200393,5024.0,0.0,861.0,1078.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,38.6,0.0
Norte,Acre,Rio Branco,1200401,99621.0,1687.0,59435.0,20820.0,11245.0,2022,INEP — Sinopse Estatística da Educação Básica,82.3,11.3
Norte,Acre,Rodrigues Alves,1200427,7496.0,0.0,818.0,1639.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,32.8,0.0
Norte,Acre,Santa Rosa do Purus,1200435,3000.0,0.0,315.0,1106.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,47.4,0.0
Norte,Acre,Sena Madureira,1200500,11567.0,287.0,3598.0,3520.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,64.0,0.0
Norte,Acre,Senador Guiomard,1200450,6903.0,0.0,2810.0,2054.0,143.0,2022,INEP — Sinopse Estatística da Educação Básica,70.5,2.1
Norte,Acre,Tarauacá,1200609,15759.0,392.0,4372.0,3859.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,54.7,0.0
Norte,Acre,Xapuri,1200708,4300.0,244.0,1692.0,1024.0,18.0,2022,INEP — Sinopse Estatística da Educação Básica,68.8,0.4
Norte,Amazonas,Alvarães,1300029,6634.0,0.0,1938.0,1620.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,53.6,0.0
Norte,Amazonas,Amaturá,1300060,4152.0,0.0,759.0,995.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,42.2,0.0
Norte,Amazonas,Anamã,1300086,3252.0,0.0,947.0,802.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,53.8,0.0
Norte,Amazonas,Anori,1300102,4115.0,0.0,1470.0,1878.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,81.4,0.0
Norte,Amazonas,Apuí,1300144,3866.0,0.0,1481.0,1406.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,74.7,0.0
Norte,Amazonas,Atalaia do Norte,1300201,6981.0,0.0,1658.0,2041.0,53.0,2022,INEP — Sinopse Estatística da Educação Básica,53.0,0.8
Norte,Amazonas,Autazes,1300300,12520.0,0.0,4090.0,1219.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,42.4,0.0
Norte,Amazonas,Barcelos,1300409,5149.0,0.0,1843.0,1487.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,64.7,0.0
Norte,Amazonas,Barreirinha,1300508,13372.0,0.0,2022.0,1918.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,29.5,0.0
Norte,Amazonas,Benjamin Constant,1300607,13824.0,0.0,2657.0,4173.0,112.0,2022,INEP — Sinopse Estatística da Educação Básica,49.4,0.8
Norte,Amazonas,Beruri,1300631,8117.0,0.0,1786.0,2153.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,48.5,0.0
Norte,Amazonas,Boa Vista do Ramos,1300680,6035.0,0.0,1811.0,1480.0,57.0,2022,INEP — Sinopse Estatística da Educação Básica,54.5,0.9
Norte,Amazonas,Boca do Acre,1300706,9657.0,155.0,3519.0,2420.0,139.0,2022,INEP — Sinopse Estatística da Educação Básica,63.1,1.4
Norte,Amazonas,Borba,1300805,11852.0,0.0,3341.0,2316.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,47.7,0.0
Norte,Amazonas,Caapiranga,1300839,4368.0,0.0,1076.0,754.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,41.9,0.0
Norte,Amazonas,Canutama,1300904,3768.0,0.0,1250.0,947.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,58.3,0.0
Norte,Amazonas,Carauari,1301001,9579.0,0.0,4326.0,3148.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,78.0,0.0
Norte,Amazonas,Careiro,1301100,11687.0,0.0,1897.0,2221.0,141.0,2022,INEP — Sinopse Estatística da Educação Básica,35.2,1.2
Norte,Amazonas,Careiro da Várzea,1301159,5455.0,0.0,600.0,776.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,25.2,0.0
Norte,Amazonas,Coari,1301209,21879.0,531.0,8904.0,6293.0,664.0,2022,INEP — Sinopse Estatística da Educação Básica,71.9,3.0
Norte,Amazonas,Codajás,1301308,7103.0,0.0,3344.0,2089.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,76.5,0.0
Norte,Amazonas,Eirunepé,1301407,12529.0,434.0,5124.0,3678.0,130.0,2022,INEP — Sinopse Estatística da Educação Básica,73.7,1.0
Norte,Amazonas,Envira,1301506,5556.0,0.0,2287.0,1997.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,77.1,0.0
Norte,Amazonas,Fonte Boa,1301605,9400.0,0.0,2769.0,3695.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,68.8,0.0
Norte,Amazonas,Guajará,1301654,4482.0,0.0,1530.0,1487.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,67.3,0.0
Norte,Amazonas,Humaitá,1301704,15166.0,0.0,4072.0,5715.0,883.0,2022,INEP — Sinopse Estatística da Educação Básica,64.5,5.8
Norte,Amazonas,Ipixuna,1301803,5444.0,0.0,1851.0,1667.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,64.6,0.0
Norte,Amazonas,Iranduba,1301852,17430.0,0.0,2048.0,3900.0,498.0,2022,INEP — Sinopse Estatística da Educação Básica,34.1,2.9
Norte,Amazonas,Itacoatiara,1301902,30633.0,0.0,8448.0,8004.0,1691.0,2022,INEP — Sinopse Estatística da Educação Básica,53.7,5.5
Norte,Amazonas,Itamarati,1301951,4199.0,0.0,1285.0,1488.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,66.0,0.0
Norte,Amazonas,Itapiranga,1302009,3359.0,0.0,1458.0,1246.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,80.5,0.0
Norte,Amazonas,Japurá,1302108,4040.0,0.0,767.0,1276.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,50.6,0.0
Norte,Amazonas,Juruá,1302207,4208.0,0.0,1453.0,1258.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,64.4,0.0
Norte,Amazonas,Jutaí,1302306,10149.0,0.0,2084.0,3615.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,56.2,0.0
Norte,Amazonas,Lábrea,1302405,12416.0,473.0,3876.0,3904.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,66.5,0.0
Norte,Amazonas,Manacapuru,1302504,31625.0,300.0,9217.0,9495.0,945.0,2022,INEP — Sinopse Estatística da Educação Básica,60.1,3.0
Norte,Amazonas,Manaquiri,1302553,5932.0,0.0,894.0,1596.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,42.0,0.0
Norte,Amazonas,Manaus,1302603,538367.0,4503.0,211912.0,229238.0,79284.0,2022,INEP — Sinopse Estatística da Educação Básica,82.8,14.7
Norte,Amazonas,Manicoré,1302702,16380.0,0.0,3617.0,3883.0,95.0,2022,INEP — Sinopse Estatística da Educação Básica,45.8,0.6
Norte,Amazonas,Maraã,1302801,7267.0,0.0,1951.0,1410.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,46.3,0.0
Norte,Amazonas,Maués,1302900,19351.0,475.0,5143.0,3990.0,511.0,2022,INEP — Sinopse Estatística da Educação Básica,49.7,2.6
Norte,Amazonas,Nhamundá,1303007,5523.0,0.0,1360.0,916.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,41.2,0.0
Norte,Amazonas,Nova Olinda do Norte,1303106,9989.0,0.0,2743.0,2883.0,171.0,2022,INEP — Sinopse Estatística da Educação Básica,56.3,1.7
Norte,Amazonas,Novo Airão,1303205,4696.0,0.0,1528.0,2059.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,76.4,0.0
Norte,Amazonas,Novo Aripuanã,1303304,5900.0,0.0,2653.0,1753.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,74.7,0.0
Norte,Amazonas,Parintins,1303403,31506.0,646.0,10828.0,8716.0,1078.0,2022,INEP — Sinopse Estatística da Educação Básica,64.1,3.4
Norte,Amazonas,Pauini,1303502,5533.0,0.0,1613.0,2007.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,65.4,0.0
Norte,Amazonas,Presidente Figueiredo,1303536,11186.0,472.0,1701.0,3908.0,209.0,2022,INEP — Sinopse Estatística da Educação Básica,54.4,1.9
Norte,Amazonas,Rio Preto da Eva,1303569,9026.0,0.0,1685.0,3164.0,68.0,2022,INEP — Sinopse Estatística da Educação Básica,53.7,0.8
Norte,Amazonas,Santa Isabel do Rio Negro,1303601,4787.0,0.0,1423.0,1111.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,52.9,0.0
Norte,Amazonas,Santo Antônio do Içá,1303700,11280.0,0.0,3144.0,2561.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,50.6,0.0
Norte,Amazonas,São Gabriel da Cachoeira,1303809,18958.0,482.0,4885.0,2404.0,405.0,2022,INEP — Sinopse Estatística da Educação Básica,41.0,2.1
Norte,Amazonas,São Paulo de Olivença,1303908,12699.0,0.0,3075.0,2285.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,42.2,0.0
Norte,Amazonas,São Sebastião do Uatumã,1303957,2944.0,0.0,979.0,1161.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,72.7,0.0
Norte,Amazonas,Silves,1304005,3601.0,0.0,639.0,1264.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,52.8,0.0
Norte,Amazonas,Tabatinga,1304062,23479.0,445.0,5456.0,8466.0,216.0,2022,INEP — Sinopse Estatística da Educação Básica,61.2,0.9
Norte,Amazonas,Tapauá,1304104,6484.0,0.0,1972.0,1757.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,57.5,0.0
Norte,Amazonas,Tefé,1304203,27020.0,498.0,9632.0,9055.0,621.0,2022,INEP — Sinopse Estatística da Educação Básica,71.0,2.3
Norte,Amazonas,Tonantins,1304237,6759.0,0.0,1071.0,2810.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,57.4,0.0
Norte,Amazonas,Uarini,1304260,5580.0,0.0,1453.0,2054.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,62.8,0.0
Norte,Amazonas,Urucará,1304302,4649.0,0.0,1778.0,1787.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,76.7,0.0
Norte,Amazonas,Urucurituba,1304401,5859.0,0.0,1880.0,1605.0,35.0,2022,INEP — Sinopse Estatística da Educação Básica,59.5,0.6
Norte,Roraima,Alto Alegre,1400050,5025.0,0.0,830.0,900.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,34.4,0.0
Norte,Roraima,Amajari,1400027,3810.0,141.0,573.0,456.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,30.7,0.0
Norte,Roraima,Boa Vista,1400100,104752.0,1479.0,41028.0,43102.0,15200.0,2022,INEP — Sinopse Estatística da Educação Básica,81.7,14.5
Norte,Roraima,Bonfim,1400159,5612.0,121.0,507.0,1453.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,37.1,0.0
Norte,Roraima,Cantá,1400175,5834.0,0.0,543.0,157.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,12.0,0.0
Norte,Roraima,Caracaraí,1400209,6034.0,0.0,1699.0,2224.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,65.0,0.0
Norte,Roraima,Caroebe,1400233,3017.0,0.0,742.0,853.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,52.9,0.0
Norte,Roraima,Iracema,1400282,2140.0,0.0,586.0,701.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,60.1,0.0
Norte,Roraima,Mucajaí,1400308,5213.0,0.0,1446.0,1939.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,64.9,0.0
Norte,Roraima,Normandia,1400407,7204.0,0.0,711.0,1032.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,24.2,0.0
Norte,Roraima,Pacaraima,1400456,8348.0,0.0,1424.0,2676.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,49.1,0.0
Norte,Roraima,Rorainópolis,1400472,8379.0,0.0,2194.0,4028.0,230.0,2022,INEP — Sinopse Estatística da Educação Básica,74.3,2.7
Norte,Roraima,São João da Baliza,1400506,2200.0,0.0,690.0,1147.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,83.5,0.0
Norte,Roraima,São Luiz,1400605,1777.0,0.0,370.0,724.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,61.6,0.0
Norte,Roraima,Uiramutã,1400704,6956.0,0.0,410.0,336.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,10.7,0.0
Norte,Pará,Abaetetuba,1500107,46642.0,911.0,12388.0,11656.0,5776.0,2022,INEP — Sinopse Estatística da Educação Básica,53.5,12.4
Norte,Pará,Abel Figueiredo,1500131,1757.0,0.0,282.0,1361.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,93.5,0.0
Norte,Pará,Acará,1500206,21449.0,0.0,2760.0,4172.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,32.3,0.0
Norte,Pará,Afuá,1500305,14154.0,0.0,1023.0,3619.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,32.8,0.0
Norte,Pará,Água Azul do Norte,1500347,3759.0,0.0,267.0,2035.0,153.0,2022,INEP — Sinopse Estatística da Educação Básica,61.2,4.1
Norte,Pará,Alenquer,1500404,16634.0,0.0,4209.0,5331.0,501.0,2022,INEP — Sinopse Estatística da Educação Básica,57.4,3.0
Norte,Pará,Almeirim,1500503,10621.0,0.0,1445.0,5395.0,198.0,2022,INEP — Sinopse Estatística da Educação Básica,64.4,1.9
Norte,Pará,Altamira,1500602,34135.0,368.0,4468.0,17113.0,3871.0,2022,INEP — Sinopse Estatística da Educação Básica,64.3,11.3
Norte,Pará,Anajás,1500701,12020.0,0.0,1688.0,3663.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,44.5,0.0
Norte,Pará,Ananindeua,1500800,105482.0,281.0,42711.0,39702.0,22567.0,2022,INEP — Sinopse Estatística da Educação Básica,78.4,21.4
Norte,Pará,Anapu,1500859,9231.0,0.0,1087.0,3352.0,215.0,2022,INEP — Sinopse Estatística da Educação Básica,48.1,2.3
Norte,Pará,Augusto Corrêa,1500909,14051.0,0.0,1116.0,3775.0,31.0,2022,INEP — Sinopse Estatística da Educação Básica,34.8,0.2
Norte,Pará,Aurora do Pará,1500958,6860.0,0.0,792.0,1961.0,137.0,2022,INEP — Sinopse Estatística da Educação Básica,40.1,2.0
Norte,Pará,Aveiro,1501006,4014.0,0.0,561.0,654.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,30.3,0.0
Norte,Pará,Bagre,1501105,7530.0,0.0,1058.0,3323.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,58.2,0.0
Norte,Pará,Baião,1501204,10145.0,0.0,890.0,3103.0,334.0,2022,INEP — Sinopse Estatística da Educação Básica,39.4,3.3
Norte,Pará,Bannach,1501253,1019.0,0.0,151.0,570.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,70.8,0.0
Norte,Pará,Barcarena,1501303,37874.0,0.0,5010.0,19629.0,5731.0,2022,INEP — Sinopse Estatística da Educação Básica,65.1,15.1
Norte,Pará,Belém,1501402,274462.0,6290.0,127969.0,61978.0,76686.0,2022,INEP — Sinopse Estatística da Educação Básica,71.5,27.9
Norte,Pará,Belterra,1501451,5038.0,0.0,882.0,2100.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,59.2,0.0
Norte,Pará,Benevides,1501501,17876.0,0.0,6096.0,5611.0,1784.0,2022,INEP — Sinopse Estatística da Educação Básica,65.5,10.0
Norte,Pará,Bom Jesus do Tocantins,1501576,4088.0,0.0,408.0,2101.0,111.0,2022,INEP — Sinopse Estatística da Educação Básica,61.4,2.7
Norte,Pará,Bonito,1501600,3364.0,0.0,1497.0,577.0,51.0,2022,INEP — Sinopse Estatística da Educação Básica,61.7,1.5
Norte,Pará,Bragança,1501709,35165.0,561.0,11184.0,7402.0,2841.0,2022,INEP — Sinopse Estatística da Educação Básica,54.4,8.1
Norte,Pará,Brasil Novo,1501725,4682.0,0.0,906.0,2521.0,57.0,2022,INEP — Sinopse Estatística da Educação Básica,73.2,1.2
Norte,Pará,Brejo Grande do Araguaia,1501758,2298.0,0.0,311.0,1010.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,57.5,0.0
Norte,Pará,Breu Branco,1501782,11822.0,0.0,1448.0,6266.0,145.0,2022,INEP — Sinopse Estatística da Educação Básica,65.3,1.2
Norte,Pará,Breves,1501808,43251.0,353.0,4231.0,14891.0,1444.0,2022,INEP — Sinopse Estatística da Educação Básica,45.0,3.3
Norte,Pará,Bujaru,1501907,8633.0,0.0,891.0,1863.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,31.9,0.0
Norte,Pará,Cachoeira do Arari,1502004,6154.0,0.0,919.0,2042.0,0.0,2022,INEP — Sinopse Estatística da Educação Básica,48.1,0.0
Norte,Pará,Cachoeira do Piriá,1501956,6188.0,0.0,602.0,1649.0,62.0,2022,INEP — Sinopse Estatística da Educação Básica,36.4,1.0
Norte,Pará,Cametá,1502103,41512.0,317.0,3705.0,8928.0,2706.0,2022,INEP — Sinopse Estatística da Educação Básica,31.2,6.5
Norte,Pará,Canaã dos Carajás,1502152,22114.0,0.0,3045.0,11997.0,4348.0,2022,INEP — Sinopse Estatística da Educação Básica,68.0,19.7
